75,1:15 jk 😊💓💓,0
29,"00:29 o cara só queria passar spray no cabelo do jin, coitado",0
77,"1:17 ""Mateus Douglas"" kkk",0
47,0:47  y lo que queda del video Suga : nunca cambian esos jinkook 😆😆😆😆,1
65,1:05 jajajaj estilo ampanma jajajJ te amo JK! !!,1
1,"0:01 joonie just said ""international playboy""😂❤️❤️",0
56,0:56 Jin sounds like scRAT I CAN'T BREAAATHHEE—,3
80,1:20 golden maknae! 💜💜💜💜,0
73,1:13 porque ele é tão fofo? 😓💜,0
43,0:43 eu juro que se eu fosse staff dos meninos eu não ia ter paciência 🤣🤣🤣🤣🤣💜,0
26,0:26 O Seokjin e o Jungkook quando se juntam se tornam impossíveis 🤣🤣🤣💜,0
48,0:48 Yoongi be there like 📱👀,0
48,"0:48
Staff: Stop this shit",0
47,0:47 Leave every thing thats happening and look at yoongi yoongi is not  giving a frick about whats happening and he is on his phone 👏👏👏👏🤣🤣🤣🤣🤣,0
39,"0:39 I LOVE THIS SONG it’s called all night by Beyoncé :,)",1
47,0:47 yoongi sos tan precioso 😩,1
29,"0:29 


El estilista: Bueno Jin, es momento de que retoque tu cabello...

Jin: -Juganding con el JK-

El estilista: Ammm... Jin, necesito peinarte.

Jin: -sigue jugando-

El estilista: ¡Carajo, Jin, déjame trabajar! >:V

Jin: -deja de jugar con JK-

El estilista: ¡Al fin!",0
76,1:16  WHOSE BUNNY IS THIS ?? 💞,0
34,0:34 o staff só queria arrumar o cabelo do jin,0
0,0:00 *international playboy*,0
1,0:01 international Playboy,0
20,0:20 what is the title of this song🥺🥺,0
60,"1:00 jin and jungkook killin the competition with their effort 


In the back yoongi texting someone with the most cute face 😍



Sorry I had to replay the video twice because the first time I was only watching yoongi texting 😂",0
49,00:49 the hair stylist: WHAT THE ACTUAL HECK ARE U DOING?,2
70,1:10 Jk a proud baby boy from Busan..promoting his city using 'Man don't dance' song 😂,87
48,"0:48 

Yoongi is me when my dumb younger cousins fight and I have to deal with them because their Parents are not home. 😂",0
61,1:01 Jin is your finger okay?,0
0,0:00 namjoonie presentando a Jungkook XD INTERNATIONAL PLAYBOY 7w7 eso solo significa una cosa   .-.   Saben que las armys pervertidas les investigamos hasta el juanito que esconden en pantalón,0
4,0:04 song??,0
59,0:59 What the f*ck was THAT SOUND?!,0
15,"0:15 jimin looks scary 🥺❤️ haha!
I love his serious face",0
50,"0:50 me pregunto que estará pensando el señor...
Un chico de 27 años haciendo lucha de fuerza en el aire, con otro de 22 años XD",0
47,0:47 yoongi is just standing there looking like a snack and not giving a fuck😂,0
81,"1:21 
Cute 🐰🐰🐇🐇",0
0,0:00 RAPMON SAID *INTERNATIONAL PLAYBOY* HE REMEMBERD IT 😭😭😍😍😍,3
28,0:28 But tell me why they almost punched the hairstylist together but he didn’t even flinch?! They’re so used to their shenanigans. These two maknaes. 😉,3
30,0:30 Poor man he just want to do his job 😂😂😂,2
77,"1:17 So Nobody’s gonna talk about how cute Jungkook was here with his smile

EDIT: Oh my god what 54 likes!!!!😭😍",54
